,KOR,AUS,GBR,ESP,JPN,CAN,USA,MEX,DEU,ITA,CHE,SWE,FRA
1983-03-01,0.6762134896866367,0.5216249072409985,0.1744399145194444,0.030898127506422332,0.4152400040842903,0.08747996478065184,0.14908415160628802,-1.1062325974705118,-0.006538225775966439,0.008747041282852641,-0.24473187775268587,-0.4147743085684614,0.08542250489977188
1983-06-01,0.7338796412012689,0.35947256981095743,0.06982154481719444,-0.2409175804083748,0.37127264761244066,0.4995315693754792,0.10653588246943224,-1.0976939246142356,0.031534709061025096,-0.023978219880073315,-0.39004023044273567,1.135781981957511,-0.1729653280676522
1983-09-01,0.5585326279930573,0.16970872432071135,-0.252157649324729,-0.2474339831389295,0.37241120024264635,0.6300368998055441,0.12389545485904532,-2.2312941924451217,0.10025399211911742,-0.29111136658538245,-0.09867816245455441,0.04410395671806233,-0.13611784718630238
1983-12-01,0.6166479928351248,-0.3812239825056737,-0.38645192961833774,-0.6548419770757189,0.1398240191251235,0.3738360443755079,0.23242496885358088,-0.10352806372890655,0.42786054272723834,0.4082486326264492,-0.5745462326042726,-0.08146890125185902,-0.06457114886504467
1984-03-01,0.07252457014492392,-0.15439466873140373,-0.30289703741868934,-0.3658819584416326,0.1287804880396094,0.34788595204225314,0.08714127343737604,-0.2404159044709696,0.042443872830993726,0.5338592717468691,-0.2962440722850365,-0.5904761067819305,-0.01791819302046932
1984-06-01,0.7981579790955317,-0.32157867375003113,-0.22056113544402495,-0.2856901362509466,-0.015168566793352378,0.3091034396081913,0.041900831080955325,0.9488739430821925,0.0517122312876037,-0.321912362286209,-0.3514757565987782,-0.6581788859993762,0.03863820308780769
1984-09-01,0.5944715862800777,-0.07679400597326935,-0.07313776982544973,-0.687214211201113,0.1514167647572859,0.3847500678576039,-0.004495732253106732,-0.9693929822206442,0.5894552987579016,0.1763486706498743,-0.05495351920715548,0.7996952435150705,0.04504304597400821
1984-12-01,0.3006869201735917,0.04003387685084488,-0.17820625526469203,-0.13193206306386285,0.004431399552434434,0.38026712570446114,-0.013098834894504391,0.8890154076986162,-0.36583471161484615,0.263635758940829,0.3001530276185246,-0.008240039013860834,0.0536816259147761
1985-03-01,0.23327782976371686,0.0529342908873249,0.12105195890014764,-0.31040999780767353,-0.003853394395048358,0.37472988599552204,-0.04899477102464646,-0.6158292661742187,-0.023534726571537122,0.11233332927716444,0.22872008134377264,-0.00636522666794459,-0.003539652218964018
1985-06-01,0.5606999587113979,-0.014277463769408458,-0.32438916777272003,0.19095717047160657,0.09552477549506674,0.35843594478668805,0.12990249139690474,0.7464053775983394,0.4189992104279523,0.24211942807636233,-0.11885322781459841,0.6093944123114068,-0.13792941717654758
