,KOR,AUS,GBR,ESP,JPN,CAN,USA,MEX,DEU,ITA,CHE,SWE,FRA
1991-06-01,-3.89746345123771,-2.6703450866339904,-1.557159737872443,-0.92545288152654,-1.3811941011584665,-1.61221169860107,-1.0019305160213623,-2.846674969888528,-4.021070654507726,-0.6235231381698727,-1.2984804373665426,-2.2824645401902095,-0.4765746519695714
1991-09-01,-4.347799977447991,-2.5114020060578306,-1.4383552712961365,-1.5457288325622611,-1.163302119394641,-1.1918258324312134,-0.8643140525121207,-3.138705719861982,-0.8527224402080917,-1.5497398212417386,-1.6571311450011537,-1.5909920699822857,-0.3619217442523102
1991-12-01,-4.719909276778475,-2.5529632232210457,-1.3831209232534007,-1.5215929529660366,-0.513263506625474,-1.1920966034703133,-0.8149035416722873,-3.50618697480361,-1.212557354427201,-1.3432723423710071,-1.0159195864784472,-2.711620606704247,-0.31974540913808236
1992-03-01,-4.5297819025233155,-2.4767445423826806,-1.4132252320882879,-1.3423587355296291,-0.6453441080496816,-1.2949787322361688,-0.895544369008731,-3.2215566524294124,-1.968498756061001,-1.161580970372868,-1.1218873910352811,-2.6872833078595852,-0.3441636719635056
1992-06-01,-4.294743816161308,-2.270130827555644,-1.3307582821137016,-1.1985504022195266,-0.3004270941523573,-1.361827051510093,-0.8938025632241063,-3.6405143393835826,-1.9778006956948766,-1.4236314949213562,-0.829992548930202,-2.50846370185263,-0.32610863477213115
1992-09-01,-4.3747087832516245,-2.3915262612805654,-1.1755522716366493,-0.9921421631072986,-0.8113721250671275,-1.2159375673124444,-0.8144735193507664,-3.022082153014813,-0.8748218030607239,-1.360717250429123,-1.1883605538085196,-2.3751907625172977,-0.2789037556833842
1992-12-01,-4.323682965463071,-2.3420977762538757,-1.5075789229566186,-1.164805525611602,-0.5865612887285535,-1.1459461418916985,-0.8045937163542933,-3.1196343401738096,-1.1046999007668346,-1.4678047687242695,-1.6970461802445356,-1.4741522995735974,-0.44064701564234665
1993-03-01,-4.345115459471558,-2.108953543564262,-1.7636561021791244,-1.0894523289332807,-0.586261847596365,-1.1300228766782772,-0.7831890656456237,-3.281225581776134,-1.1830397824804424,-1.5436998351669546,-1.5726847234595,-1.0707474529505443,-0.45228006400751103
1993-06-01,-4.426153167442914,-2.379979405889949,-1.677050180484809,-0.9891128587063046,-1.054938270535752,-1.0615155242432486,-0.8400564561147476,-1.7745282450510058,-0.9200298593173701,-1.2107326344219198,-0.9731338546154573,-1.8097110408256873,-0.5484481872961231
1993-09-01,-4.523815221315521,-2.4113010130586923,-1.352591900017003,-1.2421519105637915,-0.4889501328195157,-1.049662096536072,-0.8155876808268514,-1.5814147039324076,-1.2566759103612761,-1.2211680777851255,-0.5071131823648467,-3.200208135201195,-0.43185977383400687
1993-12-01,-4.469617769969892,-2.5320322350347957,-1.4596111235574478,-1.5255146828191712,-0.5628307543102208,-1.0382489112971587,-0.8027212924895238,-1.1072156853881063,-1.6418906945799494,-1.190056867930188,-0.8999361542111719,-3.6298463825270706,-0.3877525339834701
1994-03-01,-4.66438446487647,-2.2720359978877736,-1.2635720022841523,-1.304004836430284,-0.7701995622904984,-1.242734117539651,-0.7899245908625874,-1.2191124289502073,-0.9037042658234583,-1.1061623457055683,-0.9366296229427002,-2.862414665018196,-0.4752595872749978
1994-06-01,-4.597601277431962,-2.2945011522982712,-1.4739902667842357,-1.3388088767242243,-0.7967734362636547,-1.0311828625616584,-0.8147185974367539,-1.6723388118317692,-1.8307607564917774,-1.0926906843164557,-0.9948391412698665,-3.271263919930193,-0.4444370955815753
1994-09-01,-4.343946471836598,-2.3200673799847054,-1.750254293366841,-1.2387034693110919,-0.8049043671434076,-0.9560414264288681,-0.8404326354287566,-1.2978934892046425,-1.3384646807618943,-1.0657174519797035,-1.4096363181321472,-3.3459011220617922,-0.4449769782915636
1994-12-01,-4.426626096494703,-2.4163925169192333,-1.5920282580979908,-1.272696305802492,-1.0547516768442424,-1.0424022078695396,-0.8762935115376016,-1.8691671091889979,-1.4160248349884286,-1.1109954309703398,-0.7905888437014823,-3.0137517631237443,-0.5274665599376271
1995-03-01,-4.639109750782679,-2.3657863885847314,-1.3461808702745741,-1.2187740002836134,-0.9333919828537132,-1.200842163852255,-0.8527854599786157,-1.983383882956432,-1.6816189977210638,-1.0389318093722515,-1.1087925893907091,-3.2601060943198408,-0.5055381645139508
1995-06-01,-4.510722020183694,-2.4482304284459433,-1.3961096535063402,-1.422198126297133,-1.3181659030585156,-1.0237367755583497,-0.8010950629581068,-5.737615118011753,-1.0892674842646164,-0.9460152682742783,-1.4746947709267215,-3.556861251327286,-0.4894336571009092
1995-09-01,-4.5688545285381625,-2.178892461851011,-1.335997623652262,-1.3504881856524107,-1.2982957997237892,-1.2103428681664516,-0.7866594711058184,-4.931178816797749,-1.7874952304850842,-1.1144970790352131,-0.7575641568933937,-3.437333372356882,-0.49392453407057724
1995-12-01,-2.4242214237719635,-2.1471212969668954,-1.3897195333621695,-1.2210896265787188,-1.2395920663463396,-1.1955686550211218,-0.7641280034690544,-1.9802643610988862,-1.0925626522338703,-1.1316049607243956,-0.67093049914751,-3.068472769569133,-0.5468730654667017
1996-03-01,-2.4890291011018073,-2.2397074511096693,-0.9983173489276694,-1.4384808240153193,-1.160925700225811,-1.0924788930029983,-0.7693094352728105,-1.9615012260455087,-1.1639455462881425,-1.0168516170888813,-0.9694936805519438,-3.62362517133414,-0.498210794010002
1996-06-01,-2.392647445876024,-2.2497851228511343,-1.2840243817014727,-1.338644701515424,-1.2375103644261491,-1.175189804441513,-0.771256731400708,-1.7464212665238423,-0.9425554281211461,-1.1396302328743793,-0.9493965225747272,-3.3015624648632826,-0.4468977659679551
1996-09-01,-2.242967226375174,-2.27109728546575,-0.9306290029242864,-1.3597525833166926,-1.2062037543010802,-1.151871411634376,-0.7757606910915756,-2.3442243511051344,-1.6324070139151237,-1.2136144144576626,-1.6381717744773447,-2.6064159458535747,-0.5917309601305104
1996-12-01,-2.2310274046450016,-2.226583903305658,-1.0863914310307132,-1.476281049444351,-1.0740699234030942,-1.0846179219495466,-0.7706722039209252,-1.8819812865100218,-1.2588616274406235,-1.1309319133267284,-1.425511771660617,-3.4620613142853323,-0.44079842572976247
1997-03-01,-2.167808514510103,-2.2660046081385143,-0.8438533298093166,-1.4768733220885903,-1.2219608785308433,-1.1363107805489947,-0.7994697358829651,-1.3428838554961304,-1.3583218672296689,-1.2091024262907284,-0.9307235403698167,-3.346905686566248,-0.5258627087844994
1997-06-01,-1.8360865512806663,-2.213757737437713,-1.2589148871732274,-1.6101234826570652,-1.1369131386916906,-1.059216423104541,-0.8035470993531435,-2.340012906554374,-0.7567823399996416,-1.0983173982944272,-0.6210627134776036,-3.484656795806589,-0.5274827959160715
1997-09-01,-2.6185782839869334,-2.1860406940874855,-0.7539317922024256,-1.5457903491314056,-0.7250642056002307,-1.1818867461082443,-0.7946394473293922,-1.657274457435633,-1.5213071492248842,-1.0235146788804135,-0.9787378438248258,-3.613090867507625,-0.5225189233956896
1997-12-01,-1.8592389900860962,-2.1738853749726963,-0.8355117141345133,-1.7086581562638923,-1.0984010037335117,-1.1522306509178764,-0.8074132108308392,-1.6880236843304697,-1.1088299373816584,-1.0475129059542307,-0.4648673637192115,-3.676144280728959,-0.5250922129883222
1998-03-01,-1.8842640545250233,-2.0211983243119866,-1.298802712127568,-1.7678926559377577,-1.0129554900213396,-1.2427720461159353,-0.89347081770384,-1.5426821067574523,-1.3900813070105107,-0.8930169356191495,-0.6992865580421328,-3.8756436173052218,-0.5320825008073854
1998-06-01,-3.5249968654169326,-2.080311244161794,-1.2703621263315767,-1.7584303514377186,-1.1020557734348957,-0.9735919055735105,-0.7786231997341517,-1.9677101153861765,-1.860882959639768,-1.1481268747219453,-0.612102266733925,-3.270910525629577,-0.5211761466994879
1998-09-01,-2.97061278405326,-2.06510068882333,-1.2436553425635941,-1.894143470983014,-1.189183547881616,-1.2467291669231122,-0.8050417388455827,-2.0412800141966243,-0.9381280300806992,-0.9956254394852105,-0.25648588159346053,-3.8645208172228362,-0.5194236652046436
1998-12-01,-2.695197015092045,-2.053364007562648,-1.2634538140850882,-1.7546763290318432,-1.2142828159555012,-1.2208372892582706,-0.88785239009189,-2.663492329182789,-1.354966557988092,-1.0815759421047617,-1.3605450198606417,-3.2601264738035187,-0.5323532778766237
1999-03-01,-2.6414767584018937,-2.1072526756453223,-1.603545664778324,-1.788892673731651,-1.2621047466475752,-1.149519110149778,-0.8987522457471643,-3.0769699785486524,-0.7666320202934038,-1.0565681273639511,-1.5462383212328357,-3.1917606162805687,-0.5543877048757506
1999-06-01,-2.6543248230903838,-2.1766793701760556,-1.4432863755741647,-1.77166004596954,-1.3431022256553469,-0.9879490384858121,-0.8495431962808688,-2.245274410708995,-1.9063650476361012,-0.8946832452997158,-1.1850438137745605,-3.5637209829644605,-0.5568704876805136
1999-09-01,-2.60878208346835,-2.212121546291108,-0.8578616831792281,-1.7255773165411536,-1.5538457362955695,-1.131034888486241,-0.8693738041154387,-2.4017124643813776,-1.0674998744579294,-0.9111941546858172,-0.6758918989594931,-3.2823977870527234,-0.5249080287123925
1999-12-01,-2.832585510715357,-2.1836897456377975,-1.1973357562636733,-1.6541243681389235,-1.5332725150027002,-1.0620595145426304,-0.885795725669259,-2.499410783192115,-1.488681445705208,-0.907456390913187,-1.0196059162550446,-3.3979528604599123,-0.510730635088465
2000-03-01,-2.839973432522407,-2.1676739961130056,-0.8692263789279822,-1.6267504501004,-1.4983926942904795,-1.109793829982021,-0.8726636112710676,-2.376031137463297,-1.209415408971793,-0.8493149281123297,0.05349001322264205,-3.659548645336684,-0.49000001437367585
2000-06-01,-2.9094593439928875,-2.169036803396762,-0.9443068683926124,-1.744935760735939,-1.7405449420076737,-1.0393471534290624,-1.013790448635425,-1.8659960369045039,-1.8251164432398181,-0.855377856269514,-0.8508670196700605,-3.124323780864083,-0.5130827260472818
2000-09-01,-2.997186473479354,-2.1797132547354634,-0.914725481539257,-1.5965033458974947,-1.468678505511741,-1.1682169859578828,-0.8512466043021633,-2.0607045413031204,-1.29017386635823,-0.9531872573056719,-1.1342105745453546,-3.6757689500582713,-0.5426157257741886
2000-12-01,-2.7866103825944903,-2.130918513364246,-0.933005679748836,-1.6732051215705777,-1.53589683314838,-1.0506749515848959,-0.9287659862203065,-1.9991572412431993,-1.1997428747511318,-0.8659542856445849,-0.6014419820495918,-3.429912559385175,-0.5184513574983155
2001-03-01,-3.0239736088143725,-2.155096788174857,-0.8725376879711058,-1.676881248973079,-1.5841835765922132,-1.2910876213686073,-0.8926391019609548,-2.67927038628528,-0.9927772487037673,-0.77389832813164,-0.5124824811074946,-2.8128149881404396,-0.520423580769841
2001-06-01,-2.8192521539702775,-2.0072937701907234,-1.6390727434415058,-1.7178799581346391,-1.4021911281675328,-1.2499741110064932,-0.9996530020857981,-2.215698456435735,-2.7005198889365394,-0.8620621151756017,-1.0539386385391842,-3.1215588041398066,-0.5409535004729289
2001-09-01,-2.811168748162306,-2.1822987580950737,-1.329203391461958,-1.6626264076825144,-1.2651661269035195,-1.2200134402628324,-0.8509482847306561,-2.4874534200886362,-1.4395743586066254,-0.9610298711639086,-0.838545586248469,-2.0016036950675287,-0.5766453325897604
2001-12-01,-2.7491845642831825,-2.0538762567635254,-1.444477712960407,-1.7050041668565448,-1.1762517916911002,-1.3058336395288246,-0.9237916395370339,-2.0941262209531692,-1.4961637056735437,-0.9342436697694457,-1.1670940884064087,-2.0491947328766393,-0.5433705381497133
2002-03-01,-2.6390082595151267,-2.125277629365655,-1.4440159352079835,-1.629349788976734,-1.2176884217661719,-1.1975382092046718,-0.8731386523021016,-2.6367695823712114,-1.425433471769975,-0.9472159822444638,-1.0878035497051814,-2.04154590252586,-0.6105554471541865
2002-06-01,-2.712111955770237,-2.1125386330557725,-1.070025247692824,-0.5061613112864773,-1.266420523342761,-0.9938157310065874,-0.8216113081676653,-2.765966513398113,-0.8701865210544518,-0.9733384270303876,-1.0302477357322057,-1.9618052802090853,-0.4934915086656422
2002-09-01,-2.848870329813262,-2.1597852192373748,-0.9684803479278272,-0.5531427523105571,-1.3351807277932053,-1.1800249837362597,-0.8885301080303216,-2.178718810213633,-1.3747830018154534,-0.9242451308687599,-1.2257359269360715,-2.2490146430922824,-0.4830487790268573
2002-12-01,-2.7298421885311215,-2.0269987349509773,-1.4738507526714517,-0.6261704840083211,-1.2656998949684566,-1.2267683343123885,-1.0093108303832992,-2.5270125546898683,-1.6277203593957759,-0.9311486109365975,-1.1692155807303992,-2.005835016495897,-0.5249955647381421
2003-03-01,-2.510177473420484,-2.093476017196219,-1.5939190922493747,-0.6037378479686538,-1.2881124241924629,-1.2190048076689313,-1.0291839154520959,-2.575584981814353,-1.3337659559323725,-0.8504910154632624,-1.4451622585853987,-1.9369245272008988,-0.5441357362051684
2003-06-01,-2.824865473067663,-2.1580343744343877,-1.5691647380785372,-0.7060441570657278,-1.2989555189086333,-1.14350854781226,-0.915244604975458,-2.3136472816643217,-0.999235384570236,-0.924764313473709,-1.5888096752270886,-2.1930349320045894,-0.5212175106977692
2003-09-01,-2.784402663186249,-2.3393773197094667,-1.24014001739827,-0.43270157103091256,-1.398253126877127,-1.2502466646584538,-0.7555670059860496,-2.236670519375356,-1.3985309927400886,-0.9146570916218613,-1.015448701885994,-1.984388655935524,-0.6319320603436213
2003-12-01,-2.5024447204455984,-2.3846987467184113,-1.0492275420714294,-0.4426183310689844,-1.2958664227843888,-1.2161547629266862,-0.7249032935752892,-2.509375713901458,-1.4189718116898062,-0.9770877685281352,-0.7502027143794513,-2.2722589131317528,-0.5773813467369252
2004-03-01,-2.3645007967248355,-2.498861759588999,-0.7220797711095723,-0.395451222292986,-1.4100404748373006,-1.1086550763327072,-0.7564790706676254,-1.9074927796129368,-1.2288407844687872,-0.8377766443331733,-0.543372394624265,-2.273955352796422,-0.549277155980088
2004-06-01,-2.571505190478045,-2.4963136284793075,-0.671099799427936,-0.13622178886629455,-1.4256947895408782,-1.0743782023176098,-0.790854731509767,-1.5850710768697416,-0.9162794526440212,-0.8485767456622771,-0.7702528537997213,-2.4813312106165286,-0.5156610454370507
2004-09-01,-2.6419152539267663,-2.4218909630031034,-0.7025370472486078,-0.24570484617314647,-1.3282011304112942,-0.9778797958938341,-0.7518402973280746,-1.3660417215004337,-1.434393481713219,-0.8151000473170785,-0.8974223489341738,-2.356019660552664,-0.534542950626506
2004-12-01,-2.6935349567687124,-1.3892619182408805,-0.5897841918385518,-0.32326254202149496,-1.41458108194504,-0.9415608781855914,-0.677591998882416,-1.990986686747781,-1.026188876505774,-0.8576812475129345,-0.9357515963245538,-2.4257783526508683,-0.5540306084472687
2005-03-01,-2.641163284485932,-1.305464208761098,-0.46850339819791836,-0.014761789585320706,-1.2981207880393744,-1.0034396519655981,-0.6821679278195257,-1.2700079561625002,-1.0383803797917197,-0.816749878197594,-1.0125884838876227,-2.500214324256732,-0.5049979681022884
2005-06-01,-2.6460885585046814,-1.3532816361556257,-0.6318073684100507,0.12275821621317218,-1.4032069058634176,-1.0580433300697423,-0.698202636711554,-1.7236137642727134,-1.0057396259298943,-0.8505595974322921,-0.37765250259507716,-2.4099241261615316,-0.5652370724384101
2005-09-01,-1.6466276255803713,-1.4171069492747572,-0.8543115827390031,0.12806631505273902,-1.4504588791336595,-0.9783283879777385,-0.7389592423705484,-1.537375095704733,-1.4496161036145223,-0.772322537869904,-0.3866527018312611,-2.4662030557081644,-0.5687607063670599
2005-12-01,-1.7746658587894255,-1.4358468023347157,-0.7413144143163948,0.12813676223765658,-1.4948059380369514,-0.8659476543871365,-0.7245534451220677,-1.2383674265549875,-1.4439771867872002,-0.8072777847558994,-0.4718585290123314,-2.5622262585882285,-0.542080298195744
2006-03-01,-1.8996687268557593,-1.4604921634742518,-0.8481917809587158,0.2806095023256012,-1.4138180213508558,-0.939476194326505,-0.7097161324024707,-0.8900769736925386,-1.3098013042043568,-0.85928510018303,-0.48514784772939096,-2.4417023960924094,-0.5100403069834258
2006-06-01,-1.7036539221657616,-1.4298612090112293,-0.2608964040960696,0.4302107460975151,-1.3594435424866906,-1.007122370089059,-0.6542970720235249,-0.8643304722610765,-1.4510292564488119,-0.8509331909837105,-0.45080343192801964,-2.5698873901441956,-0.5102942320598349
2006-09-01,-1.6460955910758128,-1.4230940841005904,-0.2918523667776013,0.34201888348510723,-1.4053860082411205,-1.0923831119243894,-0.7424198731891608,-1.0767280080218944,-2.2109933732198503,-0.7680639346525439,-0.46001150443533145,-2.6180639983852503,-0.37202102749549504
2006-12-01,-1.238837763987528,-1.3926507497315501,-0.36942347418051547,0.22471963840834097,-1.3770674879839202,-1.0203485620606645,-0.6929052087877636,-1.1908409865923981,-1.7919647338250215,-0.7798143493544079,-0.34929306124788645,-2.5330310140401027,-0.4490598642020247
2007-03-01,-1.6321808459236102,-1.332715443705758,-0.2677666901906546,0.2853735053351014,-1.4519673165071105,-1.075779669390876,-0.6872186961072881,-1.377647383259486,-1.8761587393908032,-0.747585662750171,-0.09239535285477968,-2.0117647180435987,-0.41574218467043333
2007-06-01,-1.4574797329835238,-1.3230757517172662,-0.5391848368466714,0.059903513833655,-1.423240129473483,-0.9902995072856036,-0.7524134674124571,-1.0728482394583012,-1.0631049178516754,-0.860131381838197,-0.47811095588144803,-2.1736681752578626,-0.4005448786918515
2007-09-01,-1.5484595543216693,-1.3267809108407729,-0.5747687356078615,0.02330118529367997,-1.3496397122832766,-0.8933133872559592,-0.7279422811434613,-1.0884027853709553,-1.4668610705110279,-0.8313979331804682,-0.2786554018804889,-1.9090333134660884,-0.40285537323507076
2007-12-01,-1.9952005106380808,-1.417902621481419,-0.9693118410961161,-0.19648765152609837,-1.204799934283958,-1.1014015730000684,-0.8016107484712387,-1.5974539635396645,-1.448670558220273,-0.8390225837962952,-0.516348827662778,-2.014464147405825,-0.48052034751939454
2008-03-01,-2.139121590935352,-1.544518970433118,-1.127880631353355,-0.2927865945924091,-1.2647065527770858,-1.2547305395008106,-0.9254837827579171,-2.0013098036903805,-1.4276533076964684,-0.9075883488633496,-0.8214800523893726,-2.0756469803268836,-0.5516997553851262
2008-06-01,-2.8012145737506033,-1.758019485550418,-1.6148697072449512,-0.521723309002788,-1.265551698565472,-1.237997782268525,-1.0494047614685416,-2.381947375707659,-1.7617506459972934,-0.7229067113881655,-0.5009091151176817,-1.9405879801117707,-0.5402257671449955
2008-09-01,-2.773944174106758,-1.8341997372601997,-1.4328057856487226,-0.6161942481175982,-1.258726127991797,-1.0854136372105117,-0.9017051299346291,-1.7376551985348945,-1.4615233890535029,-1.0027983219146412,-0.558566200134399,-2.016996788998776,-0.63245098028619
