,KOR,AUS,GBR,ESP,JPN,CAN,USA,MEX,DEU,ITA,CHE,SWE,FRA
1983-03-01,0.3928682308984317,-0.3590882866333909,-0.05546808263136088,-0.013527826604071088,0.13668025201602174,0.017574005796159836,-0.1016985234434262,-1.073690162158031,0.11879005525890486,-0.1602329590479179,-1.192861480767605,0.009949757692825443,0.005988844055090703
1983-06-01,0.5385238100731093,-0.4892217851363919,-0.13542296095989276,-0.17329569806115297,0.45524772966814536,0.3285959095043492,-0.3274025636205324,-0.1816940903302533,-0.12893801003040903,0.020039054201878126,-0.09645879234459148,0.1061438661654468,0.17616251506311403
1983-09-01,0.5298284409614274,-1.02517577647929,-0.04816669515578684,-0.21024824492164484,0.2021124463850743,0.1189832170995153,-0.26804659453490304,-0.3093217443155753,0.07227487736759097,-0.005038717676668525,0.05691482562393625,-0.07585623839481889,0.09865885234276361
1983-12-01,0.5043267092688815,-0.20396861194907215,-0.10088465351230538,-0.2471817295705785,-0.009394165252915726,0.05579523792210174,-0.33511288668427,-1.70297831788263,0.10075505144512634,0.08915858861910164,-0.16150235290768128,-0.07363164196817795,0.009374154286882888
1984-03-01,0.48116417051412197,-0.2171961998709474,-0.265852037996003,-0.2127284002958597,0.7561787234689005,-0.5412842342049571,-0.4500759950469762,-0.6135132155380583,0.19587936921062774,0.04215260509326757,-0.5884513804796899,-0.08572700378015163,0.1599178168633441
1984-06-01,0.508706217734365,-0.04469324235534791,-0.06639209164843049,-0.25972324074488157,0.6544907165264198,-0.4487219214087142,0.16819536095814733,-0.6161497454220551,0.24580669263330152,0.2104761147215325,-0.9443137652128684,0.06215166014408778,0.3616773180918966
1984-09-01,0.7761162338408557,-0.43672242543406425,-0.1000507290986446,-0.23466118822814638,0.4543618218593554,0.24997648017528945,0.10106601499084938,0.05334139769352731,-0.11286873456142932,-0.2126738706109781,-0.6550951061052884,-0.07671634823738743,0.34029455025738237
1984-12-01,0.5584937246067253,-0.06903035895314327,-0.10984601718538581,-0.2021806530753285,0.7293074252737852,0.18582285153277106,0.038345761102142925,0.25980293677832667,0.20523973003438106,-0.16490010284762985,-0.32163776083240414,0.060774882666958005,0.2558421612509016
1985-03-01,0.4769697474334222,-0.2211646487924256,0.05132421619434345,-0.26989832277259657,0.5720067906469871,0.1765754390443965,-0.02712011834011914,1.1550832949844072,0.1715434157778326,0.4187693158495096,-0.26769906663605225,0.09525155842216837,0.20737306183372822
1985-06-01,0.4945326206000762,-0.02017714342976623,0.16647511035583137,-0.2261742396900165,0.11903671324064605,0.11052183398891222,-0.034796071336863896,-1.1208829070261213,0.15967891627475997,0.010637003112730858,-0.3432096094986388,-0.023923621364087266,0.15993295291745685
