,KOR,AUS,GBR,ESP,JPN,CAN,USA,MEX,DEU,ITA,CHE,SWE,FRA
1985-09-01,-3.7397491723360816,-2.584765402533184,-1.7737235315440425,-0.9019951683085827,-0.507207423365916,-0.6683205213146126,-0.8989518910297125,-2.233467224384114,-2.6588214018767062,-1.2230835136608744,-2.7870035672847657,-3.2203595522676567,-0.9081867106706477
1985-12-01,-3.955518510309549,-2.566182263411311,-2.2984487893491017,-1.0372251292705468,-0.4511290560018837,-0.7827730318300243,-0.9885209438179884,-2.3440247278705844,-1.9781686356107482,-1.18742883356483,-2.777152653732246,-3.258830187648211,-0.960174880060976
1986-03-01,-3.4899466973507436,-2.398359776173574,-1.9753124744435628,-1.027493900012416,-0.8386628846774112,-0.8051347706544525,-0.9230228779812736,-2.1163777094290075,-1.3209943075034465,-1.2535822604891047,-2.4995920955066415,-2.8687248622480555,-0.9091239535830553
1986-06-01,-3.8505708452836784,-2.228625405241943,-2.4856807275957205,-1.141708028987225,-0.7648957183884708,-0.598956184023617,-0.8873214570039801,-2.147525332341871,-1.976100040570644,-1.3106096460834191,-2.354740016394341,-3.087404453322498,-1.0036740156827666
1986-09-01,-3.811276877581072,-2.5130370506799897,-1.7392024310205998,-1.0061294256674245,-0.6479248575376259,-0.7392323003078218,-0.9909148721712395,-2.3333210345895594,-1.8754923325958979,-1.2792517721181131,-2.065905539879269,-2.946395549755091,-0.9732356323040904
1986-12-01,-3.258821646734735,-3.004573384270904,-1.9190494255740658,-1.4679213343527178,-0.7760772367020652,-0.7843436603806699,-0.9280780488017357,-2.761456579215571,-1.3180910686643994,-1.326879581614236,-2.3529336099190643,-1.6461057910431673,-0.9619843703539016
1987-03-01,-3.169970176637346,-2.6802706469662994,-2.1919616791104204,-1.291415889575831,-0.5823813581345053,-1.1263874185402123,-1.009213605968932,-3.249462135833802,-1.317171768922204,-1.3060268965216595,-2.184315804890819,-2.026693137726241,-1.0212243937344798
1987-06-01,-2.620305373354993,-2.988203068132703,-2.039009936178267,-1.8267393739989615,-0.38571589955325275,-1.205521488544262,-0.9033465847670084,-2.9158695342963803,-0.8266319194958088,-1.354198433627658,-2.2814005136524322,-2.015657440217877,-1.2467829869787401
1987-09-01,-2.329569067210508,-2.8732893109976163,-1.9679316959747761,-0.9388458762665982,-0.5969631072178501,-1.1233939739188035,-0.9984275271079913,-3.392468184805017,-1.3538536203587774,-1.4075059771124352,-2.0814260890117033,-2.161281018899022,-0.8726746660521366
1987-12-01,-3.3705681857183882,-2.4001678360454144,-2.3368790849538557,-1.26750467101027,-0.6698217845884,-0.9586688558960715,-0.9343572561648519,-2.870596160962506,-0.9726624629869691,-1.3874867620868847,-1.9699303742347323,-2.0302630312554104,-0.8342402208128525
1988-03-01,-2.888795288027544,-2.19535650156769,-2.1904190302163116,-1.9007888161471413,-0.5609193235397916,-1.5422160111485792,-1.0095642859898597,-2.512078633955105,-3.6126814447554505,-1.3748979492201325,-2.060135056478417,-1.8356168133839232,-0.8623476845465079
