country,date,CAN,CHE,DEU,ESP,FRA,GBR,ITA,JPN,KOR,MEX,SWE,USA
CAN,1992-12-01,0.0,0.05123764900363568,0.20069067565382728,0.04850240528368974,0.09129194312044085,0.024535705298215277,0.012700771663511278,0.008784517240344028,0.006739997630997091,0.01369034417646389,0.00999503870676219,0.037758225108413805
CHE,1992-12-01,0.06282784915980592,0.0,0.013949235370194822,0.08112857670243308,0.030036976736737633,0.0917425731363383,0.004694503000694795,0.1029389201090963,0.02134260697055244,0.04580899066453136,0.037546695974863806,0.020106683110631737
DEU,1992-12-01,0.21036444790259679,0.008683223161524147,0.0,0.031858814352988415,0.024532273825442787,0.028849873330249506,0.03228987083128768,0.06412801624248556,0.0406251734204375,0.03882810254664439,0.024051370080882362,0.012744993479858758
ESP,1992-12-01,0.04953398445385576,0.009170336876462334,0.025803463458348455,0.0,0.024354210685667652,0.017396334310478954,0.005086130705203233,0.019640691774947924,0.006668853177315572,0.0021194888646653516,0.05580313914307876,0.006747929778514498
FRA,1992-12-01,0.02600396896651939,0.07046206069638378,0.01572742949423409,0.023395343605941997,0.0,0.017823383507229233,0.04844946213808331,0.019100650529232776,0.0052672411079028305,0.01745206742772039,0.03977502409170163,0.027451340635344428
GBR,1992-12-01,0.01766477141281877,0.08201425738195517,0.029851530891023593,0.01593531914671492,0.019809540233068672,0.0,0.019689109249637616,0.03021739536215265,0.013710963626836511,0.009671795060233811,0.02218984297212834,0.0936404912272372
ITA,1992-12-01,0.02371149482102528,0.0029630912296959087,0.042841797299262394,0.10644319094982768,0.026465416102159002,0.012822155313599686,0.0,0.025241504352725656,0.019468012886224177,0.003503828404013599,0.01899008048694784,0.024201996114612604
JPN,1992-12-01,0.016563038404514306,0.1031217070177438,0.02127216839175156,0.0014334764440435972,0.023102016445365664,0.02321495404195835,0.028756723479166857,0.0,0.0833247543499164,0.038874614244134985,0.033359760859413425,0.019681426119575407
KOR,1992-12-01,0.13143599066815723,0.04398197126225586,0.029391695286831027,0.0034333350297519674,0.14865549508602025,0.034557875047422956,0.015360118882595683,0.07084693508144983,0.0,0.022498988917266313,0.04833546861822827,0.03319759403131676
MEX,1992-12-01,0.06344817065805608,0.04540442473888165,0.019762197422873797,0.016701333090059466,0.010765406201085612,0.022804879363157535,0.049229345476840956,0.03230607124493407,0.09680344524450278,0.0,0.12259506840192541,0.0312992289018784
SWE,1992-12-01,0.03948085744994758,0.059104291006330564,0.019056243823524884,0.0882941831722414,0.027190428499152507,0.07965132752947301,0.0588699340670342,0.04229929827430079,0.020737837078532155,0.019297400378403322,0.0,0.008027663860136263
USA,1992-12-01,0.04682866530297985,0.01933993836266811,0.012033877468282465,0.0039309340916478565,0.00998103956258558,0.08304240325442568,0.016241918958915885,0.0309451009820659,0.08076232296812492,0.03623354096575857,0.050554936022005476,0.0
CAN,1993-03-01,0.0,0.04394934952114398,0.2006246267467526,0.046396747850866824,0.08198371710895974,0.029608115594777537,0.011445200808332726,0.00857096967238172,0.009692445876545051,0.014595506076590974,0.014125787002723558,0.039495752158604194
CHE,1993-03-01,0.06116172392464003,0.0,0.013213261992036323,0.0853649260286011,0.028698337276458635,0.09533727666544486,0.004675870945015776,0.10386042921401897,0.01699604341290556,0.03846415372224621,0.02737183214689007,0.017978159681518623
DEU,1993-03-01,0.20716823766999418,0.007793965703206217,0.0,0.035542026514257904,0.022523729023265993,0.030861627144387224,0.03146958355627681,0.060515024980567045,0.05155329135265073,0.03176334861993572,0.0356422121362708,0.011957892837533273
ESP,1993-03-01,0.04209374370732993,0.010159526083543981,0.02663838125578124,0.0,0.020042175336378084,0.009644552767456635,0.0058373089944087075,0.022547703303136737,0.006355143805186424,0.0023892519931610974,0.04254150733063178,0.0047244893301898626
FRA,1993-03-01,0.026704723933315317,0.07049817799606257,0.01514969354713103,0.022312122045364938,0.0,0.020256760412965313,0.04765372510980197,0.018635734222470272,0.0033885497278962904,0.014242872794294136,0.04031018128403814,0.026178521971730272
GBR,1993-03-01,0.015677534793322057,0.07665703279787,0.02783221756178409,0.014275131456708766,0.0245902913543231,0.0,0.02088102359245072,0.030808533662278967,0.013396508010874723,0.01047096385164718,0.006396789937684913,0.08904993833249593
ITA,1993-03-01,0.027108061607753104,0.0026655160140417787,0.041606606530567775,0.11770894146063302,0.028693374474030236,0.01399403240924475,0.0,0.02442001280425633,0.012920493097949022,0.004246208055491722,0.03590782671341632,0.022008354239562513
JPN,1993-03-01,0.01696959745341911,0.10728686194306292,0.022003355890627442,0.0011528721439486524,0.021377918372087686,0.024855270227211436,0.0280546709039317,0.0,0.09314511267403645,0.04433661936695399,0.029800069065238216,0.017361475972441087
KOR,1993-03-01,0.11965082927332972,0.038501508463438895,0.028269247016716254,0.0031945047530718075,0.13097170222408958,0.02768491464335358,0.013806176866005446,0.06669153891602202,0.0,0.027003196979407108,0.03272375715985431,0.0383150758723045
MEX,1993-03-01,0.0611181553839637,0.03977024064465195,0.02178584940916191,0.019446542089521072,0.00771745112090768,0.015148409682048995,0.04783003648894921,0.026404726121498044,0.08690658818637567,0.0,0.13371929475353278,0.03650664995397619
SWE,1993-03-01,0.06308492608211846,0.034341192906018746,0.022190496044621134,0.09252372814258521,0.011641892993001387,0.044663062558492436,0.059810191946223154,0.0383910055316355,0.029357820435375936,0.0073250374846379725,0.0,0.007112598810776668
USA,1993-03-01,0.04804229085848417,0.01590485062070639,0.011926540033780436,0.0022776612848797073,0.009052177594285737,0.08084205913164744,0.017138837013901023,0.0263478419509462,0.08173852715766215,0.0382523571014653,0.04954343299028022,0.0
CAN,1993-06-01,0.0,0.04283545270936911,0.1997607294545574,0.04114595554312641,0.0802227325490744,0.030037087507667024,0.010362289538575632,0.009774890538268608,0.010645525961268236,0.0124933214145032,0.01779671292336352,0.0407325000026131
CHE,1993-06-01,0.030498594261364673,0.0,0.00898534706543355,0.06324314968617785,0.023526465991898702,0.08802530854439856,0.00988403431114301,0.07952593189651813,0.012807772442302467,0.009799903104343154,0.008230590351982321,0.012364595132707781
DEU,1993-06-01,0.20584414536085283,0.005627001396292468,0.0,0.03166849289447016,0.021117231207732637,0.030932042121108033,0.03189237449272503,0.06131510213177413,0.051731812258109744,0.035559985286574974,0.029703431399614566,0.012880948739937396
ESP,1993-06-01,0.028607879380771306,0.022863828397191074,0.024031437392501166,0.0,0.014054487427102493,0.00997737992249542,0.011889048626898805,0.030886524908033404,0.006211686472253105,0.01562556068452455,0.018650324788224794,0.004442444151234803
FRA,1993-06-01,0.02251118845895368,0.07358529045020758,0.015094378589815974,0.018780784563573415,0.0,0.01968830333294052,0.06256306986934754,0.02007142174863505,0.0029258128575842686,0.00870882585815882,0.026357860473177272,0.024738477517220893
GBR,1993-06-01,0.017647576635824364,0.08862712295986087,0.028364761188808336,0.01197497743336108,0.02141285330065962,0.0,0.024499586283389888,0.02765111482832847,0.012752584967210745,0.006962220881967723,0.006636116802138092,0.0854864948986511
ITA,1993-06-01,0.016907962659682578,0.011235606454488657,0.03956098238590764,0.1068747597801116,0.035577235686272704,0.012700044140812439,0.0,0.0320173931001867,0.009527644151614832,0.0214285301894089,0.01485100421702922,0.013112131750450376
JPN,1993-06-01,0.022982532681638936,0.09113415396191717,0.022137637936361827,0.003739030916330468,0.019283538554267315,0.023081019427504408,0.029115685584230135,0.0,0.08944712624667138,0.07054570366953773,0.037988407215524454,0.018075917663223307
KOR,1993-06-01,0.10491510215123963,0.05645982080044597,0.025753018593829353,0.006470044543638374,0.11604558109775497,0.027670967072514135,0.018550325711137235,0.06527924371103472,0.0,0.0432032771360966,0.02397918683634353,0.038663569150566415
MEX,1993-06-01,0.023823575997591454,0.008301228687853983,0.015269928353672304,0.017436904298257866,0.009280521958004733,0.01784124178260029,0.027827836158783117,0.013719434896829981,0.07854571677630935,0.0,0.0344597225969628,0.06331565289957039
SWE,1993-06-01,0.06678120713683677,0.047133491627659035,0.022756469367602117,0.10215765307531516,0.008889142081840664,0.043665208481313056,0.04581890126795854,0.036751190511730834,0.030359580221477268,0.00883232728651406,0.0,0.006890681375900081
USA,1993-06-01,0.048457099345049985,0.007345662240744987,0.012186104799123881,0.0026597397144059636,0.01114510934131244,0.07970967990711442,0.014980515836495798,0.025072365433768805,0.08469847400775682,0.051433316049197174,0.030195289433940172,0.0
CAN,1993-09-01,0.0,0.0515096304245664,0.19157116393234222,0.03784838219981041,0.07485979176762608,0.03205142949854382,0.012479208593693693,0.009267675055851349,0.011957591110582918,0.004726492829528695,0.010176449477544565,0.04112293567662842
CHE,1993-09-01,0.021226771427257936,0.0,0.009092986189035888,0.042646360253144056,0.028493052428634535,0.08861923293234729,0.018408737481208227,0.08473640907342009,0.008152544897288939,0.037207997419456976,0.01930554684152544,0.013293637583994607
DEU,1993-09-01,0.19774168431714068,0.0066995327546763035,0.0,0.034262233532741666,0.02201605131846887,0.029424806265554743,0.026884027595234027,0.05752882080907157,0.054314280885787034,0.03326821671334385,0.03670288973079355,0.012908920246371225
ESP,1993-09-01,0.02906057837191289,0.021213379176286143,0.02385984489116927,0.0,0.014029089911542628,0.009117690231358565,0.011682617583407117,0.03151129794056409,0.007058092607288772,0.01264913764776037,0.01785011345343107,0.004220887077265803
FRA,1993-09-01,0.02427874347399809,0.07435771665379727,0.01585275623314692,0.01709826511659848,0.0,0.01795451226952126,0.06679916107442178,0.02103190132739429,0.0039423893407856785,0.008097933433543914,0.020716383261070247,0.024199690925241633
GBR,1993-09-01,0.019666039979388796,0.11005607310405863,0.024613421046612405,0.009340107986115502,0.01623073850038628,0.0,0.037727766767360234,0.024292451938126704,0.02357531766761797,0.011232956238603561,0.00464488888735666,0.08183258496910108
ITA,1993-09-01,0.011640587502303063,0.015372641572313486,0.03195292229181569,0.0807716989561845,0.031037780094192818,0.014017035746914803,0.0,0.022455333679254102,0.007307084791640047,0.023144948403145103,0.02418300026325799,0.01033766778857038
JPN,1993-09-01,0.02003946535886147,0.09486414862070636,0.02462086931063494,0.0027209183739872996,0.021330362546051213,0.018701497744257885,0.02259777202040116,0.0,0.08612797755445972,0.05006994109321437,0.04536679342336274,0.014975386267782918
KOR,1993-09-01,0.11782127253449316,0.04214441280240026,0.030529867650072533,0.0046897575129734555,0.12646248961833206,0.030157794166445075,0.014205968258184796,0.056019590842658964,0.0,0.01264408074693985,0.032116275429260384,0.03969530901009148
MEX,1993-09-01,0.014665581151157474,0.005363879011060107,0.013103197204149137,0.009252667208162256,0.00952804814268405,0.01371896759478886,0.04804798296561925,0.011462852890737065,0.03632443240113259,0.0,0.03958234623755145,0.06883918583454711
SWE,1993-09-01,0.039830896874623746,0.03344508984726983,0.013193704389662636,0.05954497832251228,0.012892260881526476,0.03922824763933304,0.06879627634413603,0.05050569580272387,0.06105300649231756,0.024846390318590473,0.0,0.006027576575451328
USA,1993-09-01,0.0484284082311453,0.007523578933899993,0.011520206770896426,0.0029606823778826463,0.011265682602523181,0.0785051146860171,0.015590232014312904,0.025212105049288645,0.08448643574665889,0.04830755885191227,0.026870397974175047,0.0
CAN,1993-12-01,0.0,0.04115840322043038,0.1946072900997539,0.03605409538845418,0.07799103827033575,0.028763241741029795,0.011756806187623398,0.009124999295439928,0.010868659725402526,0.0080245407096722,0.0149208928163886,0.04164728323554974
CHE,1993-12-01,0.020880128862301266,0.0,0.008029445947153133,0.04773501373575498,0.02727647036296061,0.08672776176614619,0.017503456184384036,0.08317983624593324,0.007786177797161426,0.02882071765953787,0.01506860991881302,0.012389283010790435
DEU,1993-12-01,0.20004887690223216,0.00821686576982647,0.0,0.038425114642942015,0.024727371197244365,0.02637871825665225,0.02506831066306411,0.05876248782959092,0.05287029533526663,0.026224365516987144,0.033808011877145425,0.013078342251486828
ESP,1993-12-01,0.02248455152162768,0.03112674448787818,0.01760896917120322,0.0,0.011798522667904585,0.013891160281806706,0.013062034950377551,0.02479752421834179,0.01923613613196068,0.02059717933412538,0.006958277940267562,0.00390006857510634
FRA,1993-12-01,0.0243388779985139,0.07425337161855328,0.015974009454462985,0.01511313631493087,0.0,0.017641238831109147,0.06647189978599768,0.021591852769720966,0.004173476772341176,0.0062525168856206546,0.01880086455031719,0.024668055034748167
GBR,1993-12-01,0.02077816778815314,0.09718279028239292,0.02634448581384831,0.011229620192800032,0.01777226041041236,0.0,0.03747030488906858,0.024685806438883646,0.020479647231686746,0.007584134508520851,0.005204579499832565,0.08357778896236856
ITA,1993-12-01,0.011876138173420096,0.014203646878606495,0.02912508693925789,0.08794915363899143,0.029882276494314967,0.014453847384478843,0.0,0.021181844063073853,0.006474997568434027,0.02356685638278963,0.029797214640412083,0.009971974262714582
JPN,1993-12-01,0.022206747140234923,0.0821430811880025,0.028033668766728328,0.004157923173212404,0.022791976120574754,0.021191135406167717,0.021916918284080544,0.0,0.09183675560152219,0.035591950811589404,0.056682409463998135,0.014749896535227949
KOR,1993-12-01,0.11325198098386584,0.029551516036111003,0.03289820577028598,0.008136050787077007,0.13017040246729625,0.03533002727733111,0.013423479004083425,0.05515773841759142,0.0,0.0032248843640394695,0.028935200564276307,0.042126662803029916
MEX,1993-12-01,0.01665574053550802,0.004521028255210908,0.015220543841789447,0.0034135185559174665,0.007866391904284484,0.007520188902248282,0.0515287482421915,0.008158587204969571,0.012602703735859557,0.0,0.0851137409875929,0.05993356908427562
SWE,1993-12-01,0.039678275367234936,0.01739377930630256,0.010843722991886033,0.07184653546856681,0.011337955822480119,0.04116677777606084,0.06769124046879219,0.04311516321493408,0.0874407833988212,0.06705469871258797,0.0,0.007697295002749034
USA,1993-12-01,0.04900359306866422,0.006820129271328101,0.012244753724496515,0.0037340171944464165,0.011595894598041081,0.07841117183052068,0.015984092320082074,0.026739051060933123,0.09145481632589181,0.03901638510407573,0.02314012706699768,0.0
CAN,1994-03-01,0.0,0.0407679716705608,0.16476804620867416,0.0403488198809126,0.07766973780038679,0.02763638716535642,0.011568307742727256,0.008962751434821297,0.01168340170676621,0.005695789866217672,0.015377907936732294,0.03968977601050505
