country,date,CAN,CHE,DEU,ESP,FRA,GBR,ITA,JPN,KOR,MEX,SWE,USA
CAN,2002-12-01,0.0,0.05507593728484014,0.008425798903955032,0.08839199872137092,0.132692298814468,0.02441792562592069,0.005443318670981098,0.01692285782612551,0.029002906659985315,0.11761343737542859,0.012221566548091417,0.008504054414748488
CHE,2002-12-01,0.05208920629528669,0.0,0.012514621542317115,0.0217659522522792,0.21349373229728816,0.0260766519004879,0.0455447779614522,0.011871761688599056,0.005756484672266424,0.004158500472648538,0.03295354949968375,0.010374313455100995
DEU,2002-12-01,0.025099448190081686,0.02301019087110146,0.0,0.1446011368997951,0.06672826129150895,0.011136303822155842,0.0925858562139557,0.07459561047725828,0.004115301532621858,0.020892930575359278,0.03478602381411756,0.03350548414936004
ESP,2002-12-01,0.016957982347433415,0.0460514618061807,0.007220850273764313,0.0,0.12491654507003827,0.06698237593334144,0.04052713038608115,0.016243398654551704,0.029431442710463107,0.005594700510338719,0.05506016540010353,0.011886820090383603
FRA,2002-12-01,0.03190432907668635,0.18121992245382604,0.01464475230799512,0.11572954626847064,0.0,0.018364976621382544,0.007989799241504034,0.004415701946571639,0.008260129565683595,0.0077484141953670605,0.048572368400180074,0.016254687801200388
GBR,2002-12-01,0.006861085221819276,0.007333358857248166,0.04499076807378166,0.0745242992290131,0.01913787608990628,0.0,0.09900304289817644,0.022659923548526847,0.07984107989089043,0.009248892091832595,0.05669791491170693,0.006556223568942625
ITA,2002-12-01,0.005785952320485474,0.03006589852545714,0.06789585874830958,0.05235622174928509,0.06268955165134077,0.05139949078440258,0.0,0.11297269099482075,0.11986732309835547,0.03131039128795929,0.024970298777842608,0.02524224771718374
JPN,2002-12-01,0.01973331058029306,0.006908461454495338,0.028999185190994398,0.026194763973231477,0.005960706439028363,0.006214702400028371,0.045010497912761745,0.0,0.010560195560715706,0.07799648346030692,0.004445291542522568,0.014179786879183925
KOR,2002-12-01,0.028361744625304556,0.017128918188354898,0.008609563495096768,0.07590556648260773,0.008261517631526638,0.04431570700207768,0.004286876343421714,0.004081182074636321,0.0,0.010081136893869804,0.022944859385164905,0.05144569832260214
MEX,2002-12-01,0.01543825806047866,0.019833040952501456,0.009397760059198566,0.026597759440180026,0.012979153930237748,0.03058502082297297,0.0064539353353475735,0.06753876216905418,0.037697409519176835,0.0,0.01981259133733152,0.010248016533414292
SWE,2002-12-01,0.005771020466208945,0.019068894378007958,0.04546347116396571,0.07341847007042696,0.03725166579071679,0.06711593861089639,0.04471173347254893,0.003661419222238084,0.005843817164897316,0.025520563968614542,0.0,0.11263360044127807
USA,2002-12-01,0.017261885518830854,0.0068280762255787265,0.058128379237524494,0.00809197439274713,0.02217669316127418,0.0037161944317529757,0.014151336563317154,0.1499825436804546,0.017064570679542833,0.014446974760106335,0.12164891032262817,0.0
CAN,2003-03-01,0.0,0.05226710696573801,0.00998429143778999,0.0932639938926887,0.12589852320989886,0.020489031128653436,0.004998851511491578,0.016900477441864084,0.028394639452005686,0.11798289449522745,0.010609365881807687,0.008942444633373231
CHE,2003-03-01,0.05254342901122647,0.0,0.012736627151294843,0.019488940757116584,0.21685178585139311,0.02329315217080461,0.04615653898604596,0.011540311736097151,0.005460083284281905,0.004216151167302509,0.03405345514947584,0.009940364950640197
DEU,2003-03-01,0.03014984206624508,0.02211397192946925,0.0,0.15763515032127545,0.06107348808934662,0.012209026484444033,0.09386306430372805,0.07228538470551252,0.0036078269556085586,0.02188098862513632,0.03355153716500926,0.033468473861888295
ESP,2003-03-01,0.012069393458549774,0.0408123383233267,0.008103731472871772,0.0,0.12577548826463048,0.08065895993763024,0.038886027719286356,0.014590333930964499,0.022102470766212117,0.006553269824122735,0.04286808008594265,0.009087470664715219
FRA,2003-03-01,0.030354074264263876,0.18233416183307022,0.01439504580959338,0.11444109819988191,0.0,0.017300820288341658,0.007225423148829808,0.004544614898597832,0.009478532945984842,0.008214415539307022,0.04972988327752722,0.01589272066707759
GBR,2003-03-01,0.005157183674374535,0.006959511464672707,0.048983361930373046,0.08124800299657119,0.016837409869420738,0.0,0.09186717668548443,0.02286282079134213,0.07673458482778046,0.009820561670535927,0.04900492326458034,0.005896219838438788
ITA,2003-03-01,0.005956698223432339,0.029480382029550493,0.06913874395740237,0.04629941483504826,0.062140476207613426,0.05023464867999477,0.0,0.11166176062000184,0.12493454275639822,0.03069758964844628,0.02514066762239901,0.026242152880470125
JPN,2003-03-01,0.019749317532276628,0.006795951168092247,0.02971154233365384,0.02570038125930642,0.006115956787096182,0.006670512832514024,0.045941845652167135,0.0,0.009014873186631755,0.0771748100781422,0.004851271369894783,0.015058943043263533
KOR,2003-03-01,0.028581206760834754,0.01571510912061874,0.0079466518694665,0.07728304342953866,0.008832606575214438,0.047078678472017146,0.004267379070449063,0.004008595130050003,0.0,0.01091506433296505,0.026290892619309062,0.047973338917081325
MEX,2003-03-01,0.01632687757155248,0.020506619189635023,0.010245539233398692,0.02641960071017457,0.01316723838657191,0.029547805519881155,0.00627915321605051,0.06652564317798697,0.04133144392159431,0.0,0.01779046106348525,0.01066016191220008
SWE,2003-03-01,0.005795697847144288,0.019241939982066823,0.04594488919789316,0.0707782414549724,0.03731485191224144,0.06635541714205717,0.044028289318294056,0.0037051361776916144,0.005925416184008668,0.02546107094518239,0.0,0.11161256234675446
USA,2003-03-01,0.016746291244745304,0.006789033090487209,0.056456283914354186,0.006505041989199556,0.020911895598404413,0.003760007659455664,0.013955070995894707,0.150200169232846,0.015612955658115175,0.014499411395216617,0.12025140843970403,0.0
CAN,2003-06-01,0.0,0.04454168146725852,0.008010724642078379,0.100686137528555,0.12037952892845091,0.019327203863198913,0.004523039989374863,0.016119558496050547,0.03535015066204564,0.11904565861863943,0.011003982069915135,0.008102331893144164
CHE,2003-06-01,0.05321837725564503,0.0,0.006391513530782499,0.014925103113671945,0.22831161838517022,0.018212596335114545,0.045095170255120845,0.008756973436343955,0.004449116677435802,0.004209737236918761,0.03091196182648064,0.009467155606200057
DEU,2003-06-01,0.02412234219349658,0.016298192970891395,0.0,0.143013392403274,0.06878973168127943,0.011875857327688082,0.08737983472927564,0.07207049425332805,0.013067772810837567,0.02053474043311722,0.02924787583736529,0.021775607241839467
ESP,2003-06-01,0.010187851250787474,0.03216796515730985,0.004872449047847327,0.0,0.1292398777492307,0.08492176759432567,0.036932234638189995,0.014709769465489452,0.025949019797430712,0.0073196205431937415,0.04414379669007157,0.011434006958134669
FRA,2003-06-01,0.029121000815595516,0.1810987778629105,0.019172674768951823,0.11034998297110869,0.0,0.017563765075048192,0.006948986311475916,0.004058551142784621,0.012541864498685863,0.008378008452521174,0.050598296355633614,0.015309093986448434
GBR,2003-06-01,0.005063788868793362,0.00603861852754473,0.04926016303247411,0.08207264578879818,0.01590243954321214,0.0,0.09038975024273851,0.02224268840094026,0.07703146296450697,0.009782993219969564,0.04971378609479885,0.006199722153447314
ITA,2003-06-01,0.005988774576791375,0.030574643886544163,0.06620092304093225,0.040517626283825284,0.06534066062639281,0.05146255265681078,0.0,0.10914976449349659,0.1342657795934874,0.029737120948338507,0.025459047407710537,0.025032364721347844
JPN,2003-06-01,0.020390832415190623,0.005231412651350965,0.026563514290516996,0.025777269811682477,0.005753475140673168,0.006589293061901626,0.047498996357622406,0.0,0.006689741358507625,0.07709406181777244,0.004558680166822109,0.013689530415384425
KOR,2003-06-01,0.027288687506425807,0.01200238501039798,0.02034204897465032,0.057434812024807186,0.013517458584677983,0.03995993989405376,0.005693982091574648,0.0027451289047489363,0.0,0.009663624969786637,0.028813850623016793,0.0688926824718629
MEX,2003-06-01,0.01671259965412127,0.022807433868033238,0.009873849721169227,0.029004037878929557,0.013349894750785322,0.02871638180045527,0.006151139850833699,0.06551076012486455,0.03714430442545498,0.0,0.018187448326960048,0.010165783905142025
SWE,2003-06-01,0.00541360606336569,0.017311116547710927,0.037162667669995014,0.07794326638933259,0.03668702845337823,0.06638983074893229,0.04536360037619907,0.0033401741352333102,0.00558989692814448,0.02618838613074857,0.0,0.10714370675751957
USA,2003-06-01,0.017374965212780178,0.007062803738553468,0.06330471538404306,0.008460463157764154,0.02460543331051237,0.0037578991003152018,0.014137536718125947,0.14265054370464833,0.024306766850992104,0.013802487244623404,0.11495357298368558,0.0
CAN,2003-09-01,0.0,0.03833520416894234,0.004537846323158834,0.10749230595888722,0.10094191855295764,0.017962167401558548,0.0048863423157632195,0.012133067223153422,0.06353831157562963,0.11913608548335555,0.011680379732955194,0.009863656571626777
CHE,2003-09-01,0.057574245205306816,0.0,0.006079400339483702,0.014772984127904405,0.22702725345654898,0.019080342414528433,0.04776062632573216,0.01100453432204484,0.006959205292744833,0.004400266201878941,0.03436409785078288,0.007552915879912308
